"MouseID","Batch","Tester","TestAge","Weight","score","CFI_norm","CFI","Sex","center_time_secs","periphery_time_secs","corner_time_secs","center_distance_cm","periphery_distance_cm","corner_distance_cm","grooming_number_bouts","grooming_duration_secs","avg_angular_velocity","avg_base_tail_lateral_displacement","avg_limb_duty_factor","avg_nose_lateral_displacement","avg_speed_cm_per_sec","avg_step_length1","avg_step_length2","avg_step_width","avg_stride_length","avg_tip_tail_lateral_displacement","median_angular_velocity","median_base_tail_lateral_displacement","median_limb_duty_factor","median_nose_lateral_displacement","median_speed_cm_per_sec","median_step_length1","median_step_length2","median_step_width","median_stride_length","median_tip_tail_lateral_displacement","stride_count","Distance.cm.sc","angular_velocity_iqr","base_tail_lateral_displacement_iqr","limb_duty_factor_iqr","nose_lateral_displacement_iqr","speed_cm_per_sec_iqr","step_length1_iqr","step_length2_iqr","step_width_iqr","stride_length_iqr","tip_tail_lateral_displacement_iqr","dAC_mean","dAC_median","dB_mean","dB_median","aABC_mean","aABC_median","median_width","median_length","median_rearpaw","rear_count","rears_0_5","dAC_nongait_mean","dAC_nongait_median","dAC_nongait_stdev","dB_nongait_mean","dB_nongait_median","dB_nongait_stdev","aABC_nongait_mean","aABC_nongait_median","aABC_nongait_stdev"
"AgedB6-1125","Batch1","Scorer3",25,20.98,3.5,0.125,3.5,1,84.46667,3635.5999,2680.1999,971.462818,11285.3793,5916.86595,18,1070.5657,-1.22984651,0.15547727,0.640382047,0.160511247,16.34625795,3.032400178,1.645496477,2.530230013,4.32446288,0.451142494,-1.73320237,0.14750121,0.65,0.121423899,16.00815576,3.133422029,1.499533437,2.560910223,4.496215147,0.433683223,790,3.100360186,35.885553,0.067811179,0.116666667,0.112438494,5.795738615,1.633349211,1.403504094,0.394504755,2.02046137,0.262071275,0.517980973,0.506305419,0.495447117,0.403112887,149.2738532,158.1336293,3.379208755,4.852649689,2.4,177,21,0.077688936,0.074734743,0.05164534,1.361999942,1.133578405,2.746258136,139.3248699,149.3598655,37.01095192
"AgedB6-1126","Batch1","Scorer3",25,26.15,4,0.151785714,4.25,1,364.100024,3355.9666,1638.1666,2378.38749,13870.4483,5482.36971,25,448.59993,0.001871843,0.166276533,0.599987246,0.151631204,18.11103464,2.765220701,2.18193198,2.585733915,4.713495406,0.420353459,2.015196084,0.158863331,0.6,0.105015649,17.8129221,2.82915112,2.215048939,2.609447726,4.959187385,0.409059145,1029,3.995294804,41.50116526,0.077869185,0.166666667,0.130227577,7.291379422,1.286334771,1.303584548,0.357060504,1.731199634,0.242700303,0.611220486,0.60281807,0.399090976,0.320156212,156.4355704,163.0724869,3.244814301,5.281330872,2.343074903,197,28,0.078701568,0.075577259,0.047057242,1.274372848,1.025914226,2.655584366,148.5020684,156.9544019,29.7810697
"AgedB6-1127","Batch1","Scorer3",25,28.38,2.5,0.107142857,3,1,394.90017,3325.0998,2018.46683,3458.554706,15541.9868,6442.0685,19,507.80023,0.852439895,0.196338003,0.59171948,0.172249704,19.1129886,3.039175404,2.551571625,2.665596161,5.318177783,0.5111358,0.226663062,0.188339365,0.590909091,0.135462912,18.70631601,3.094454168,2.597080676,2.716618658,5.572125,0.496234855,1007,4.826162452,44.53930448,0.081434602,0.166666667,0.133156479,7.360691891,1.424521782,1.35785421,0.427683938,1.894879974,0.251322277,0.6277331,0.633761283,0.444686009,0.353553391,154.4521534,163.3007558,3.248416901,5.702109528,2.340939982,138,22,0.085280602,0.085702078,0.051314095,1.397910902,1.128051417,2.955806717,146.3917298,156.2132327,33.66054693
"AgedB6-1056","Batch1","Scorer3",35,35.2,2.5,0.107142857,3,-1,857.36654,2922.66667,1173.733607,4346.01218,13668.0968,4519.300756,13,146.33336,-4.197600924,0.189049536,0.606261019,0.171962157,17.91517207,2.596170194,2.556873987,2.916791746,4.822402006,0.499665188,-0.874454169,0.183420123,0.6,0.129832809,17.48650876,2.608733437,2.569529851,2.9718,4.966910778,0.480559932,789,4.489547672,44.02624298,0.074984724,0.133116883,0.142601077,6.600335015,1.41440919,1.47845714,0.390622125,1.999867501,0.272440105,0.63532198,0.641986277,0.439478983,0.360555128,156.7257177,163.040153,3.574690247,5.945951462,2.48394847,188,20,0.10458322,0.105416671,0.032421458,1.237257594,1.166190379,1.337250755,150.4256006,157.1663458,26.32235153
"AgedB6-1168","Batch1","Scorer3",17,31.4,1.5,0.089285714,2.5,1,166.366691,3553.6333,1908.466568,1388.23371,12026.953,4815.77938,19,655.86696,3.120817943,0.202185354,0.6099731,0.186098445,18.14755132,2.723689498,2.778678568,2.866964068,5.324946032,0.490944144,1.009946866,0.191890709,0.6,0.142928136,17.63345541,2.816115824,2.883087198,2.90166093,5.466561725,0.480482825,581,3.34125826,40.75744463,0.079440352,0.181818182,0.153278707,7.144784999,1.514477965,1.492280572,0.34951691,2.175496358,0.262825905,0.565712628,0.564255739,0.49116109,0.360555128,152.3073916,162.2417415,3.455119705,5.558035278,2.408318916,142,18,0.08769268,0.090045577,0.040984749,1.25147379,1.101135777,1.925802597,144.0571995,156.4513164,38.08901038
"AgedB6-1169","Batch1","Scorer3",17,31.75,1,0.071428571,2,1,570.766775,3149.33303,1416.53344,2464.21064,13786.5242,5601.4584,17,306.16664,-4.996310837,0.172157862,0.561393945,0.18115832,20.36001777,2.944181153,2.53065673,2.799067264,5.182332187,0.473653656,-3.873585706,0.161652995,0.555555556,0.135833753,18.60402091,2.983224681,2.513606332,2.851905351,5.291979319,0.443719423,784,3.976911834,45.287578,0.076459468,0.142857143,0.135090359,9.51736715,1.505286199,1.295879585,0.450379542,2.032134755,0.266902105,0.611957495,0.604232283,0.39183839,0.320156212,158.9249088,164.3577535,3.431394958,5.649398804,2.529822128,204,36,0.081412142,0.080619544,0.036096785,1.237384914,1.106797181,1.980993725,151.9143167,158.8475633,26.8773177
"AgedB6-1170","Batch1","Scorer3",17,35.46,1,0.071428571,2,1,130.200019,3589.8999,2733.93344,977.51672,11188.7943,5530.8527,22,309.46666,1.925468118,0.175891318,0.585969495,0.170492487,19.02792817,2.928977688,2.652485529,2.877080126,5.238241481,0.455776843,1.903614979,0.164816913,0.583333333,0.130131334,19.25191795,2.9718,2.701193066,2.943245116,5.497327807,0.434425916,538,3.078639753,38.31902979,0.075234537,0.166666667,0.128683931,8.048879275,1.586804489,1.454297471,0.444859441,2.377029243,0.279678193,0.610498964,0.585709764,0.432761738,0.353553391,156.7662256,163.1416012,3.601080132,5.561062241,2.7,140,29,0.081292256,0.078843148,0.041396022,1.330966637,1.128051417,2.464739724,149.5384247,158.5913201,30.5896458
"AgedB6-1171","Batch1","Scorer3",17,34.95,1.5,0.089285714,2.5,1,293.866651,3486.1999,1919.56666,2436.38011,15700.7064,6340.0593,18,212.66669,-7.762465116,0.197222005,0.597769327,0.176413829,18.28438235,2.789546425,2.618924131,2.87114307,5.188993234,0.533530562,-4.307223184,0.190341436,0.6,0.132430693,17.63690555,2.824308465,2.600325,2.896566355,5.324475,0.53047917,1026,4.682375393,41.00931343,0.069530448,0.166666667,0.13729767,7.338461803,1.547341891,1.43958534,0.4036389,1.917386291,0.274349181,0.589867937,0.5867354,0.414981505,0.335410197,156.6537828,163.2101696,3.415965271,5.827462387,2.5,271,34,0.095956241,0.097057778,0.02990551,1.182281391,1.104536102,1.412183701,149.0676092,156.6868944,28.94784394
"AgedB6-1189","Batch1","Scorer3",97,42.22,6,0.25,7,1,845.516093,2754.48414,1229.96784,4528.58795,15362.611,5412.332,9,78.51615,-9.562045954,0.174853512,0.526704847,0.153040845,16.06600977,2.380131161,2.630253085,2.90688201,4.155680207,0.432581968,-6.003838204,0.17505588,0.5,0.116734147,15.53352193,2.381073352,2.567239058,3.066417217,4.408398977,0.41045948,812,4.766397351,58.42397131,0.103287492,0.192857143,0.128917776,6.484048466,1.757126542,2.117845302,0.731132529,3.974314483,0.334624323,0.622686166,0.610494859,0.438890149,0.390512484,158.9426158,163.0936488,3.691301727,6.31844902,2.640075756,279,19,0.108448174,0.106575189,0.043321368,1.436126247,1.25399362,2.366675445,151.719503,157.3187994,24.21605973
"AgedB6-1190","Batch1","Scorer3",97,36.45,4.5,0.196428571,5.5,1,700.612869,2899.38707,1105.999942,4162.60207,12175.1761,4103.10408,7,92.06448,1.703652771,0.185889348,0.535556476,0.130219749,18.5470747,2.271066499,2.778614079,2.992731759,4.595269118,0.51535642,-0.117159933,0.179952831,0.545454545,0.093809851,17.69018,2.22885,2.782006852,3.073828285,4.977703395,0.478970534,754,3.838372947,36.68156597,0.074789013,0.180555556,0.083966385,7.062846887,1.450426483,1.559948947,0.442492251,2.249845866,0.35750017,0.573994735,0.550721452,0.452199666,0.412310563,156.8662481,161.2586596,3.509391785,5.975548935,2.687005769,139,15,0.162699623,0.158876124,0.027645412,1.328168159,1.308625233,0.313128967,151.9509219,156.8663707,22.12880932
"AgedB6-1191","Batch1","Scorer3",97,32.91,5.5,0.232142857,6.5,1,660.516149,2939.5485,1321.580485,2692.768753,14932.4104,5224.036593,9,94.32251,0.346537601,0.226797696,0.592630436,0.164634706,15.87558773,2.655900519,2.309070283,2.85944436,4.39274518,0.698365208,-0.575412764,0.229351933,0.6,0.130524157,14.84889214,2.730220044,2.21268124,2.9718,4.70535,0.703023159,994,4.537095869,35.09127425,0.084286654,0.181818182,0.115032712,6.056817074,1.568574497,1.556781363,0.43588171,2.34486109,0.393768752,0.634223045,0.625882372,0.388810128,0.353553391,162.4442019,166.3166272,3.394829941,5.835489655,2.505992817,150,0,0.087234188,0.08483403,0.042214692,1.393256292,1.170469991,2.7665185,156.0341525,161.3212408,21.16823827
"AgedB6-1192","Batch1","Scorer3",97,43.02,6,0.25,7,1,559.16117,3040.90305,1443.999684,3518.17562,15508.6133,5593.7043,13,161.80642,-0.030060167,0.209683128,0.5859454,0.154293032,17.20979907,2.636967258,2.784475795,3.0422434,4.785508724,0.630705122,-0.992954681,0.209062574,0.583333333,0.116741026,16.54388795,2.730539399,2.909187904,3.104244238,5.330231191,0.63220149,1312,4.987135968,39.51866155,0.089130308,0.166666667,0.117133189,6.870398829,1.520733974,1.709904808,0.436731879,2.605179017,0.38219977,0.654856151,0.650761765,0.43205144,0.364005495,158.8545389,163.3910802,3.419254303,6.439959717,2.640075756,177,22,0.098632294,0.097388244,0.045507844,1.447434847,1.204159458,2.551699175,151.0376222,156.8014095,26.1559854
"AgedB6-0437","Batch1","Scorer3",109,36.56,7.5,0.294642857,8.25,-1,687.533156,3092.5669,1061.533089,2848.31243,11937.9258,4004.90006,9,99.43332,-3.881400844,0.207566212,0.605166973,0.166380859,17.85601524,2.35866104,2.758914235,3.281609766,4.754063161,0.69055807,-2.371848603,0.209807063,0.6,0.126750303,17.63857126,2.342417813,2.84921685,3.318282979,4.832347915,0.674306147,720,4.136022747,41.85646805,0.095533637,0.181818182,0.144845861,7.151389752,1.860561286,1.975160285,0.477506719,2.287547975,0.448832373,0.594341413,0.5888335,0.465599732,0.412310563,157.5122533,161.5650512,3.849807167,6.004972458,2.692582404,131,8,0.099212346,0.095675796,0.048208399,1.607046842,1.281600562,3.450506373,149.7213998,155.2039333,25.68479109
"AgedB6-0438","Batch1","Scorer3",109,42.42,5.5,0.232142857,6.5,-1,1245.333456,2474.699869,790.43348,3686.8835,9160.55266,2775.73045,7,49.56669,-4.06027234,0.190763767,0.622070973,0.170774933,13.79608752,2.035000909,2.59386512,3.286898637,3.736184069,0.598847581,-1.949338717,0.186316958,0.625,0.135154024,13.37347026,1.926592024,2.272566546,3.367568138,3.733277546,0.572402096,689,3.117148803,41.91973075,0.102219951,0.177083333,0.129071801,4.368143167,1.60250177,2.322908238,0.573622875,2.361979353,0.446667292,0.644491431,0.639840584,0.375881074,0.335410197,164.0503586,167.4711923,4.086857224,6.135434151,2.906888371,98,2,0.09085734,0.087249078,0.045330144,1.535377258,1.167261753,3.762551682,156.8853529,162.0185703,21.81337208
"AgedB6-0439","Batch1","Scorer3",109,37.62,5,0.214285714,6,-1,678.966987,3041.0665,1318.7334,3419.73859,11595.7228,4039.7471,8,144.43337,-9.640027466,0.202009185,0.54918165,0.164586374,19.46863345,2.617525551,2.754375212,3.122362382,5.030525534,0.585291295,-6.50885597,0.195668753,0.55,0.12534375,18.82596039,2.632657619,2.610058568,3.172151069,5.136872327,0.556599886,931,4.989549312,45.67767508,0.089822514,0.170454545,0.111390479,8.604143718,2.135366438,2.033723168,0.476132695,2.355594723,0.373651211,0.640053745,0.630706985,0.426990772,0.353553391,159.5920169,164.3204759,3.633580399,6.336276817,2.607680962,117,7,0.094748609,0.091779585,0.043635996,1.475950886,1.208304597,2.686558727,153.7471572,160.0886054,24.55896047
"AgedB6-0669","Batch1","Scorer3",63,25.52,2.5,0.098214286,2.75,1,316.166694,3463.9,1911.63327,3420.9909,18028.89,6789.8866,6,84.56663,7.583541884,0.214415531,0.555951903,0.197241729,18.26137058,2.456237137,2.852253221,2.990947682,4.771467569,0.590594923,4.75833891,0.206135763,0.55,0.138928089,16.96519327,2.462894859,2.801536008,3.078257958,5.009176522,0.587563673,892,4.365940379,52.1883009,0.094995555,0.18452381,0.172489623,7.137988033,1.67508726,1.706045774,0.45958385,2.305921934,0.288629163,0.58184796,0.57537432,0.398778382,0.360555128,160.4568659,164.4274564,3.437301636,5.842552185,2.473863375,106,0,0.108048947,0.107184808,0.028694509,1.311673624,1.25399362,1.513016739,154.0045934,158.8888677,21.78203608
"AgedB6-0670","Batch1","Scorer3",63,24.73,4,0.151785714,4.25,1,820.30003,2899.7667,1136.600113,2963.17695,9057.06542,2860.97236,5,76.50007,-3.815936641,0.173255931,0.620958312,0.152250853,16.8888651,2.1164175,2.35332225,2.7806317,4.396973332,0.486825233,-2.783908224,0.169719403,0.611111111,0.117502435,16.22527757,2.103200097,2.399513941,2.776447539,4.362086038,0.471201912,727,3.627131748,36.48831526,0.061952294,0.144444444,0.10296989,6.553980743,1.218946374,1.227875862,0.356517455,1.697255986,0.251057413,0.58503975,0.572774515,0.348015836,0.320156212,163.613383,167.0821872,3.196282005,5.477468491,2.4,126,11,0.091598814,0.090433526,0.025331677,1.171694999,1.118033989,1.333851734,158.2168511,162.950969,20.9464747
"AgedB6-0671","Batch1","Scorer3",63,35.77,4,0.178571429,5,1,1434.1331,2225.933533,793.56663,6599.6615,12487.3394,3729.09885,6,59.4,-2.863844167,0.213498831,0.597655549,0.170087595,16.09952496,2.418738046,2.622375461,3.005495606,4.379395318,0.611990876,-4.020395765,0.216008207,0.6,0.127056772,15.32783638,2.47932179,2.600325,3.094333117,4.845014691,0.598722422,636,3.047642844,41.54802101,0.090718235,0.181818182,0.131246255,5.459185976,1.620836691,1.680973038,0.471880125,2.556690947,0.350249445,0.473825357,0.46452749,0.365780201,0.35,161.2684786,164.4667121,3.415540314,5.721459961,2.561249695,106,17,0.083791156,0.082699332,0.027719828,1.314579169,1.234908904,1.79507998,156.3621575,159.9590482,18.58325507
"AgedB6-0672","Batch1","Scorer3",63,43.77,3.5,0.160714286,4.5,1,1203.33341,2516.7331,773.76672,6898.86855,15892.6401,4437.09291,14,260.06677,-0.238863311,0.175766366,0.554280649,0.144527699,14.03474104,2.242155566,2.333746008,3.109818316,3.481855946,0.473406461,0.13542519,0.174629473,0.564583333,0.108490708,13.10113116,2.223894848,1.969522578,3.239627396,3.353562097,0.450164083,816,3.949681772,46.2716118,0.122888699,0.212121212,0.109433683,4.968814857,1.924784374,2.36200234,0.673898816,3.731873261,0.346831696,0.654670546,0.653669489,0.39110786,0.320156212,160.7053327,165.2564372,3.747941208,6.058233261,2.842534081,133,13,0.103460674,0.103556448,0.033183486,1.210210123,1.128051417,1.605560002,153.9242411,159.2038101,22.9184331
"AgedB6-0924","Batch1","Scorer3",128,39.57,7,0.285714286,8,-1,1249.46676,2470.59997,836.866491,4895.1791,11340.1187,3416.28211,8,140.6668,-2.032827625,0.170015119,0.537614132,0.157367832,17.67478716,2.556242531,2.463985641,3.267661929,4.349413153,0.452015343,-1.446113,0.166057191,0.538461538,0.119043592,17.02828196,2.516070849,2.420162666,3.381125463,4.542875832,0.426224699,1503,5.4907884,44.84415714,0.088425407,0.180555556,0.119015612,7.200132794,1.859977608,2.050649399,0.498804537,2.803321892,0.310782479,0.678599496,0.677712415,0.430322131,0.353553391,160.2413403,165.9327691,3.884809113,6.419326019,2.801785145,260,16,0.102142118,0.103182336,0.027947178,1.261130274,1.188486432,1.314452071,154.0640509,160.5637831,25.60990287
"AgedB6-0896","Batch1","Scorer3",129,39.48,8,0.321428571,9,-1,699.93312,3020.1003,1383.366643,4051.30476,15314.8858,5415.60524,8,52.6667,2.142288561,0.177780833,0.572712023,0.164274984,16.87415972,2.005056509,2.886973208,3.540746642,4.156971248,0.512241934,0.997135871,0.170973199,0.571428571,0.131583483,16.07595174,1.924945126,2.723142814,3.675729831,4.202759865,0.471422927,599,4.03665662,39.51065893,0.09474836,0.198051948,0.111414806,7.9382805,2.000687749,2.550318518,0.592590658,2.87575832,0.360448993,0.623576434,0.624068607,0.419313066,0.364005495,158.808801,162.050597,4.058062744,6.244322968,3,140,11,0.093049054,0.092492624,0.026252094,1.366149441,1.272792206,1.77817471,153.2858627,157.0471808,20.08587317
"AgedB6-0898","Batch1","Scorer3",129,32.55,8,0.294642857,8.25,-1,622.999852,3097.0668,1341.93323,3738.07925,14861.2173,5263.8463,17,187.56669,-3.776365857,0.175271699,0.592331785,0.147211789,16.03035601,2.440233465,2.079700778,2.949169359,3.7359536,0.542858082,-2.781326496,0.172785857,0.6,0.114991757,15.06410735,2.407473451,1.91495568,3.109277471,3.97013152,0.506480472,708,2.971050331,42.12312909,0.099546745,0.1875,0.10136829,7.245744752,2.064623597,1.940583164,0.504105751,2.923482585,0.383019054,0.574675765,0.56691447,0.546048739,0.452769257,152.6529827,160.0893739,3.647865105,5.647664452,2.561249695,62,10,0.091019016,0.091087984,0.038171152,1.42526209,1.274754878,1.956429288,145.0242402,153.9167345,32.81397763
"AgedB6-0899","Batch1","Scorer3",129,39.87,7.5,0.303571429,8.5,-1,801.59988,2918.43337,1339.199764,3459.7627,13537.56209,4667.095204,15,247.99978,4.382682749,0.186015203,0.560437565,0.156088061,15.17040468,2.375709564,2.741355027,2.958706524,3.592753239,0.517175159,3.5475733,0.175377594,0.5625,0.130202548,14.40222546,2.352675,2.62509,3.177485516,3.856507709,0.4829111,631,3.411785887,54.03362455,0.108763419,0.161458333,0.129937972,5.240201306,1.922679902,2.132022425,0.786861009,4.050002994,0.378956005,0.637692907,0.623630938,0.447974194,0.403112887,158.7105603,161.9540563,3.812936783,6.242580032,2.785677655,84,0,0.099707243,0.097939937,0.030642035,1.451911256,1.346291202,1.703343015,151.0067767,154.6538241,22.34032694
"AgedB6-1206","Batch1","Scorer3",99,45.13,3.5,0.160714286,4.5,1,364.400166,3355.6664,1733.89983,2602.594026,17034.7639,6547.725,6,57.6666,-0.620165607,0.176263607,0.532147023,0.152945569,15.86116157,2.294215382,2.831815334,3.040044681,3.913560722,0.490459985,-0.774720423,0.173953599,0.5,0.119161429,15.18688375,2.22885,2.768811173,3.21945,4.217327534,0.470590678,1003,4.147568769,48.09647648,0.111185824,0.207792208,0.113717433,5.89814834,1.706259959,2.549379214,0.65259799,4.358520454,0.379831174,0.130839272,0.127691107,0.503143636,0.460977223,158.2581992,162.6834818,3.849524689,6.059415436,2.801785145,157,18,0.085664853,0.085189019,0.034842219,1.339036344,1.2,2.217094866,151.0324585,156.5543838,24.37623234
"AgedB6-1207","Batch1","Scorer3",99,44.24,4,0.178571429,5,1,941.266683,2778.7998,1219.06639,4144.360016,13061.7476,4701.6762,9,46.23334,-1.82666723,0.216488101,0.539680691,0.146476351,16.00131421,2.643770751,3.141291128,3.197780546,4.391420838,0.664854934,-1.43956756,0.219980161,0.55,0.11088194,15.52604085,2.683727554,2.806852243,3.381278178,5.009176522,0.671917075,1232,5.157417049,45.82578512,0.103730051,0.214285714,0.107402347,5.186310451,2.189422211,2.382405285,0.814586029,4.257296026,0.404367951,0.672806412,0.6696198,0.449582925,0.390512484,160.3564403,164.5286718,3.880786133,6.577132416,3,147,17,0.095522543,0.095369259,0.032078941,1.385247157,1.25399362,1.892830968,153.4429025,158.8585511,22.6632675
"AgedB6-1208","Batch1","Scorer3",99,33.46,3.5,0.160714286,4.5,1,696.100106,3024.0001,1279.20007,2809.146715,12054.6457,4101.66575,16,163.50003,-0.599860467,0.212104899,0.5319871,0.167802141,16.50952154,2.657854204,2.777477381,2.833390844,4.52657184,0.56249004,1.740393977,0.213533659,0.5,0.128354716,15.76376528,2.768153058,2.662208663,2.9718,4.966910778,0.549764975,1090,4.825189705,48.96243006,0.098612729,0.180555556,0.136029175,6.556256463,1.70901851,1.630232314,0.592211949,3.168462515,0.357056733,0.668682446,0.659957398,0.412136884,0.364005495,160.7388632,164.1922868,3.444889832,5.926873398,2.523885893,214,12,0.0894802,0.088237329,0.040820215,1.332085591,1.123610253,2.853577655,152.8393999,157.7272465,23.57570544
"AgedB6-1209","Batch1","Scorer3",99,29.57,3.5,0.151785714,4.25,1,831.700039,2888.33336,1130.9335,3519.65907,13521.0339,4272.29611,16,134.19986,-0.740948603,0.190015938,0.566759153,0.166395803,16.06080152,2.266262559,2.324702361,2.541408259,4.039269216,0.5605561,-1.438434636,0.185958648,0.571428571,0.123437697,15.36887707,2.231943478,2.276494927,2.628484628,4.319700391,0.544568992,1261,4.498103854,43.44867259,0.083150883,0.166666667,0.121631525,5.605797963,1.407429833,1.656986103,0.460462088,2.124900807,0.307358678,0.631622289,0.622564219,0.40033449,0.35,159.5969978,164.2913622,3.463836288,5.753815651,2.408318916,164,14,0.093636946,0.091504274,0.042714801,1.341390331,1.171537451,2.084632049,151.7007703,157.7032364,24.91038517
"AgedB6-1260","Batch1","Scorer3",15,20.57,1,0.035714286,1,1,439.399899,3280.6667,1544.5665,2534.21722,13214.0776,4897.20839,3,13.96666,-5.892042654,0.19528786,0.634480531,0.152728685,16.6453186,2.460922809,1.951873554,2.353609479,4.191026392,0.581662452,-5.229609503,0.190508794,0.642857143,0.123182665,15.94573544,2.415451058,1.768324169,2.345231568,4.101206201,0.544081406,846,3.701984369,35.36393575,0.095306516,0.151785714,0.113275595,6.225699368,1.660762999,2.023477875,0.312190741,2.001543558,0.329926231,0.481143324,0.492184111,0.296313275,0.26925824,160.5191643,165.9637565,3.034861469,4.702511215,1.979898987,121,15,0.069816858,0.06797549,0.035189764,1.156417537,0.98488578,2.548309674,154.3949867,160.6981936,23.63661541
"AgedB6-1266","Batch1","Scorer3",15,22.28,1.5,0.053571429,1.5,1,1215.333255,2504.7665,1035.43321,3745.4369,9202.1709,3100.45882,20,255.86671,-3.346986455,0.205859427,0.611149311,0.176329705,16.6224593,2.59304671,2.036302091,2.489629311,4.495578612,0.521135575,-3.12893015,0.198703111,0.607142857,0.140328862,15.93732252,2.566858784,1.975243324,2.497839888,4.546249672,0.48524456,1153,4.115432664,37.37038644,0.08578436,0.158333333,0.118823368,5.33345451,1.756361364,1.754629283,0.420016461,1.799492781,0.273960839,0.495432429,0.493447565,0.289241096,0.254950976,159.0727681,164.9816394,3.058750343,4.602358627,2.061552813,100,27,0.073414632,0.070639924,0.042285834,1.228009619,1.054751155,2.437373553,152.3609388,159.145542,24.97800138
"AgedB6-1267","Batch1","Scorer3",15,23.48,1.5,0.053571429,1.5,1,1372.06658,2347.999896,725.03334,4558.07939,9138.67761,2634.79197,4,44.7334,-2.490570109,0.182771592,0.612567521,0.164547965,16.2892722,2.235496982,2.300144747,2.472657127,4.362452404,0.468111306,-0.986330819,0.175050427,0.611111111,0.127668482,15.25110862,2.219299993,2.308557382,2.488723879,4.352408317,0.435569019,874,3.642143782,34.10337689,0.080613648,0.174404762,0.107298571,6.36514028,1.65071134,1.722127644,0.412403481,1.646757872,0.257247986,0.536149157,0.546044996,0.282555729,0.25,163.0670835,167.3578477,3.027914143,4.634863281,2.109502311,109,14,0.070860005,0.068684678,0.036657534,1.121596375,0.996242942,2.108452433,156.5145353,162.1213034,21.88800646
"AgedB6-1268","Batch1","Scorer3",15,21.39,1.5,0.053571429,1.5,1,205.699893,1834.3336,963.2998,2636.43763,16300.345,6041.1482,10,72.39999,-1.367012454,0.177397552,0.608079467,0.157591308,16.25519661,2.265398496,2.028294778,2.32582145,4.081799215,0.472522238,-0.7254218,0.169772118,0.611111111,0.125908007,15.43436787,2.23173799,1.99506441,2.333843513,4.084348433,0.445228086,1199,4.372780183,34.12155041,0.08450986,0.192307692,0.10432129,5.850068388,1.494091357,1.521648849,0.297435754,1.8124106,0.276018918,0.559370475,0.577246606,0.265757634,0.223606798,164.211297,169.3210528,2.8846735,4.735236359,2,119,17,0.569974299,0.575493406,0.11356284,0.9386609,0.948683298,0.241892665,158.0405773,164.7448813,24.00834431
"AgedB6-1147","Batch1","Scorer3",24,31.34,2,0.071428571,2,-1,666.466714,3053.56663,1648.16653,2778.590159,11571.35317,4580.02433,18,315.76658,-5.286827942,0.182605815,0.587034567,0.159875086,17.03586706,2.601257576,2.478016505,2.81422794,4.870648441,0.458037682,-4.296498111,0.177261062,0.576923077,0.120418048,16.70253844,2.672845666,2.488511783,2.847975,5.017587018,0.442470825,855,4.782097352,34.61408542,0.073705919,0.166666667,0.119571863,6.207779495,1.448283726,1.560888516,0.400744748,1.960673546,0.239465373,0.124809955,0.118504455,0.61767949,0.380788655,154.6573697,163.5959654,3.525668335,5.690504456,2.459674775,101,9,0.086541819,0.084422088,0.057509607,1.466266728,1.118033989,2.673986394,145.300908,156.655989,36.79774411
"AgedB6-1148","Batch1","Scorer3",24,29.68,3.5,0.125,3.5,-1,1258.53323,2461.53337,915.1335,6653.93199,13675.78835,4239.32341,11,187.63329,0.530665183,0.182513595,0.621927551,0.173897072,16.8288374,2.158418851,2.568967733,2.757701976,4.460151215,0.426702296,0.220669839,0.176246953,0.615384615,0.131776174,16.35910459,2.128117741,2.612781718,2.781948775,4.698828375,0.41424278,695,3.347565489,47.88564658,0.074207848,0.15,0.142957444,6.692471276,1.671520139,1.46256849,0.392459808,2.060970808,0.259214322,0.56633645,0.562669792,0.588202054,0.403112887,145.726116,158.4985657,3.43405304,5.442511368,2.284731932,118,10,0.564111313,0.607196565,0.207863955,1.245247811,1.188486432,0.445315474,134.0602098,149.8722996,45.79664158
"AgedB6-1153","Batch1","Scorer3",24,36.81,2.5,0.116071429,3.25,-1,873.566643,2846.5003,1124.19994,4794.064594,16477.263,5284.79472,8,97.5,-4.508126337,0.182131697,0.600418477,0.173848237,16.40878743,2.579356671,2.579417112,2.845462682,4.505533102,0.510479628,-3.676133475,0.176577703,0.6,0.14077175,15.64937557,2.702877639,2.600325,2.947035,4.763642863,0.493827557,605,3.611472731,38.25476666,0.088163865,0.181818182,0.13163495,5.961086435,1.775605731,1.814218475,0.411425868,2.706685287,0.342138313,0.633631105,0.634098276,0.452789861,0.364005495,156.2028842,162.9063573,3.488392258,5.869735718,2.529822128,142,11,0.09603061,0.094854032,0.043357636,1.37264027,1.166190379,2.582610877,148.5975512,156.5570793,29.87829375
